jogadorMao,cartaAltaRobo,cartaMediaRobo,cartaBaixaRobo,primeiraCartaRobo,primeiraCartaHumano,segundaCartaRobo,segundaCartaHumano,terceiraCartaRobo,terceiraCartaHumano,ganhadorPrimeiraRodada,ganhadorSegundaRodada,ganhadorTerceiraRodada,quemPediuEnvido,quemPediuFaltaEnvido,quemPediuRealEnvido,pontosEnvidoRobo,quemNegouEnvido,quemGanhouEnvido,quemFlor,quemContraFlor,quemContraFlorResto,quemGanhouFlor,quemTruco,quemRetruco,quemValeQuatro,quemNegouTruco,quemGanhouTruco,naipeCartaAltaRobo,naipeCartaMediaRobo,naipeCartaBaixaRobo
2,7,6,4,4,1,6,8,15,1,1,2,130,0,0,0,27,0,0,1,0,0,0,2,0,0,1,2,4,4,4
2,8,7,1,7,2,8,3,46,0,1,1,1,0,0,2,4,1,2,0,0,0,0,0,0,0,0,1,1,3,4
2,16,3,2,46,1,46,1,46,1,1,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,4,1,3
2,24,3,2,10,1,10,1,10,1,2,2,2,0,0,1,29,2,1,0,0,0,0,0,0,0,0,2,3,3,1
2,24,7,1,7,3,1,4,24,8,1,2,1,0,0,0,4,0,0,0,0,0,0,1,2,1,0,1,2,3,1
2,52,40,7,40,2,7,24,52,6,1,2,1,2,0,0,27,0,2,0,0,0,0,1,2,1,0,1,1,2,2
2,16,12,3,12,6,3,7,16,16,1,2,0,2,0,0,6,1,2,0,0,0,0,1,2,0,0,1,4,2,1
2,8,4,3,3,1,4,16,46,2,1,1,1,2,0,0,7,0,2,0,0,0,0,2,1,0,2,1,2,4,2
2,24,12,8,8,1,46,1,46,1,1,1,1,2,0,0,3,1,2,0,0,0,0,1,0,0,2,1,3,2,4
2,42,6,6,6,2,6,24,42,24,1,2,1,2,0,0,7,1,2,0,0,0,0,1,2,1,0,1,1,2,4
2,24,16,8,8,6,16,24,24,16,1,2,1,2,0,0,3,1,2,0,0,0,0,1,2,1,0,1,3,2,4
2,52,16,1,46,1,46,1,46,1,1,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,3,4
2,52,8,4,4,2,8,12,52,40,1,2,1,2,0,0,21,0,2,0,0,0,0,1,2,1,0,1,1,1,4
2,16,6,1,16,12,1,4,6,4,1,2,1,0,0,0,24,0,0,0,0,0,0,0,0,0,0,1,3,1,1
2,24,24,8,24,8,46,1,46,1,1,1,1,0,0,2,3,1,2,0,0,0,0,1,0,0,2,1,4,3,1
2,40,16,8,8,7,46,1,46,1,1,1,1,1,0,0,7,2,1,0,0,0,0,1,0,0,2,1,2,4,2
2,40,24,8,8,3,24,50,40,12,1,2,1,0,0,0,30,0,0,0,0,0,0,2,1,2,0,1,2,2,3
2,24,16,6,16,8,6,40,46,1,1,1,1,2,0,0,3,1,2,0,0,0,0,2,1,0,2,1,1,3,4
2,12,6,1,6,3,1,8,10,16,10,2,2,2,0,0,4,1,2,0,0,0,0,2,1,0,0,2,2,3,4
2,24,16,7,7,1,46,1,46,1,1,1,1,2,0,0,3,0,2,0,0,0,0,1,0,0,2,1,3,1,3
2,24,4,2,24,6,2,6,10,16,10,2,2,0,0,1,32,2,1,0,0,0,0,0,0,0,0,2,2,3,3
2,16,8,3,8,3,3,42,10,50,10,2,2,0,0,0,22,0,0,0,0,0,0,2,0,0,0,2,4,4,3
2,16,6,6,6,1,6,7,10,42,10,2,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,4,1,2
2,16,12,8,8,4,12,50,16,12,1,2,1,0,0,0,2,0,0,0,0,0,0,2,1,0,0,1,2,4,1
2,42,7,2,7,7,46,12,46,1,0,1,1,0,1,0,7,2,1,0,0,0,0,2,1,0,2,1,1,4,1
2,16,12,7,7,6,12,16,10,24,10,2,2,1,0,0,23,2,1,0,0,0,0,2,0,0,0,2,2,2,3
2,40,7,6,7,7,46,8,46,1,0,1,1,1,0,0,27,2,1,0,0,0,0,1,0,0,2,1,2,2,3
2,3,2,2,10,7,10,1,10,1,2,2,2,1,0,0,31,0,1,0,0,0,0,0,0,0,0,2,2,2,1
2,42,16,7,7,3,16,24,42,24,1,2,1,0,0,0,7,0,0,0,0,0,0,1,2,1,0,1,1,4,3
2,50,7,3,7,4,3,6,50,16,1,2,1,2,0,0,6,1,2,0,0,0,0,2,1,0,0,1,3,1,2
2,42,2,1,1,6,42,6,10,0,10,2,2,0,1,0,32,2,1,0,0,0,0,1,0,0,0,2,1,1,4
2,16,3,3,16,6,3,8,15,1,1,2,130,0,0,0,6,0,0,2,0,0,0,2,0,0,1,2,4,3,2
2,8,7,6,6,2,7,42,8,3,1,2,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,4,1
2,7,6,3,3,1,6,16,10,24,10,2,2,2,0,0,6,0,2,0,0,0,0,2,1,0,0,2,3,4,3
2,24,3,3,24,6,3,1,15,1,1,2,2,0,0,0,6,0,0,2,0,0,0,2,0,0,1,2,4,3,4
2,52,16,8,8,2,16,24,52,8,1,2,1,2,0,0,2,1,2,0,0,0,0,1,2,1,0,1,1,4,3
2,8,6,3,3,1,6,24,46,3,1,2,1,0,0,0,6,0,0,2,0,0,0,1,0,0,2,1,4,1,2
2,7,7,3,3,12,7,42,130,0,2,2,2,2,0,0,6,1,2,0,0,0,0,2,0,0,0,2,1,3,2
2,24,16,1,1,2,16,3,24,40,2,1,2,2,0,0,4,0,2,0,0,0,0,1,2,0,0,2,1,3,1
2,16,8,3,3,1,16,50,8,2,1,2,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,4,2,3
2,42,16,8,8,2,16,24,42,3,1,2,1,2,0,1,29,0,1,0,0,0,0,0,0,0,0,1,1,1,4
2,24,12,4,4,3,12,16,46,6,1,2,1,0,0,0,7,0,0,0,0,0,0,1,0,0,2,1,1,4,3
2,8,6,4,4,3,6,1,15,1,1,2,2,0,0,0,27,0,0,0,0,0,0,2,0,0,1,2,2,4,4
2,52,24,7,24,7,7,16,52,24,1,2,1,2,0,0,3,1,2,0,0,0,0,2,1,0,0,1,1,3,2
2,50,12,1,12,12,10,52,10,0,0,2,2,0,0,0,4,0,0,0,0,0,0,2,0,0,0,2,3,2,1
2,52,7,1,1,12,7,4,52,42,2,1,1,0,0,0,4,0,0,0,0,0,0,2,1,0,0,1,1,4,2
2,7,3,2,7,4,2,1,46,1,1,1,1,2,0,0,26,0,2,0,0,0,0,0,0,0,0,1,1,1,2
2,6,3,3,3,7,10,7,10,0,2,2,2,2,0,0,6,0,1,0,0,0,0,0,0,0,0,2,1,3,1
2,8,7,3,7,6,3,2,46,0,1,1,1,0,0,0,26,0,0,1,0,0,0,2,0,0,0,1,4,4,4
2,16,7,2,46,1,46,1,46,1,1,1,1,2,0,0,25,0,2,0,0,0,0,0,0,0,0,1,4,3,3
2,16,7,2,2,1,7,40,10,52,10,2,2,0,0,0,5,0,0,0,0,0,0,2,0,0,0,2,4,1,2
2,12,7,3,7,3,3,7,46,2,1,1,1,2,0,0,6,0,1,0,0,0,0,2,1,0,2,1,4,2,4
2,7,4,2,2,16,46,1,15,1,130,130,130,2,0,0,7,1,2,0,0,0,0,2,0,0,1,2,1,4,3
2,24,6,3,3,1,6,7,24,8,1,2,1,2,0,0,6,1,2,0,0,0,0,2,1,0,0,1,1,4,3
2,42,8,7,8,12,46,2,46,1,1,1,1,0,0,0,7,0,0,0,0,0,0,1,0,0,2,1,1,4,3
2,16,8,1,8,7,1,12,16,16,1,2,0,2,0,0,4,1,2,0,0,0,0,2,1,0,0,1,1,3,4
2,7,6,2,2,1,6,16,46,3,1,2,1,0,0,2,5,1,2,0,0,0,0,1,0,0,2,1,4,2,1
2,52,12,3,3,1,12,24,52,8,1,2,1,2,0,0,6,1,2,0,0,0,0,1,0,0,0,1,1,4,2
2,24,24,6,6,1,24,1,46,1,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,2,4
2,8,3,1,8,3,1,6,15,1,1,2,130,2,0,0,6,1,2,0,0,0,0,2,0,0,1,2,4,2,1
2,16,6,3,3,1,6,8,10,52,10,2,2,0,0,0,6,0,0,0,0,0,0,2,0,0,0,2,2,1,4
2,16,8,3,8,3,3,7,16,16,1,2,0,1,0,0,22,2,1,0,0,0,0,2,1,0,0,1,4,4,2
2,24,3,3,3,24,46,1,15,1,130,130,130,2,0,0,6,1,2,0,0,0,0,2,0,0,1,2,3,2,4
2,16,12,8,8,16,12,6,16,1,2,1,1,0,0,2,21,1,2,0,0,0,0,2,1,2,0,1,1,2,2
2,50,12,7,7,2,46,1,46,1,1,1,1,0,0,2,1,1,2,0,0,0,0,1,0,0,2,1,3,4,1
2,16,4,3,46,1,46,1,46,1,1,1,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,2,3,2
2,24,16,3,24,24,46,1,46,1,0,1,1,0,0,2,6,1,2,0,0,0,0,2,1,2,0,1,1,3,2
2,52,24,6,24,8,6,7,52,2,1,2,1,0,0,2,3,1,2,0,0,0,0,2,1,0,0,1,1,2,4
2,6,3,3,3,6,46,1,15,1,130,130,130,2,0,0,6,1,2,0,0,0,0,2,0,0,1,2,3,1,2
2,8,2,1,1,16,10,12,10,0,2,2,2,0,0,2,29,0,0,1,0,0,0,0,0,0,0,2,3,3,3
2,24,16,6,6,3,16,1,46,1,1,1,1,2,0,0,3,1,2,0,0,0,0,0,0,0,0,1,1,2,4
2,16,4,1,4,3,1,8,16,16,1,2,0,2,0,0,7,1,2,0,0,0,0,2,1,0,0,1,1,4,2
2,50,12,6,12,8,6,1,46,1,1,1,1,0,0,2,1,0,2,0,0,0,0,0,0,0,0,1,3,2,3
2,8,3,2,8,3,3,7,15,0,1,2,130,0,0,0,26,0,1,0,0,0,0,0,0,0,0,2,3,3,4
2,24,16,7,7,6,16,50,24,12,1,2,1,1,0,0,3,2,2,0,0,0,0,2,0,0,1,1,3,1,2
2,24,6,4,46,0,46,0,46,0,1,1,1,1,0,0,27,0,0,0,0,0,0,2,0,0,1,1,1,3,3
2,40,8,2,2,1,8,50,40,2,1,2,1,0,0,0,25,0,2,0,0,0,0,2,0,0,1,1,2,3,3
2,3,3,2,1,6,3,6,130,1,2,2,2,2,0,0,6,1,1,0,0,0,0,2,0,0,1,2,4,2,3
2,7,4,3,46,1,46,1,46,1,1,1,1,0,0,0,7,0,0,0,0,0,0,2,0,0,0,1,1,4,3
2,52,24,3,3,2,1,3,52,8,1,2,130,0,0,0,29,0,1,0,0,0,0,2,0,0,0,1,1,4,4
2,40,6,2,6,3,1,7,10,42,1,2,2,0,0,1,7,2,1,0,0,0,0,2,1,0,0,2,2,3,2
2,24,12,3,3,2,12,1,46,1,1,1,1,0,0,0,6,0,2,0,0,0,0,2,1,0,0,1,2,4,3
2,8,7,3,8,8,10,16,10,1,0,2,2,0,0,0,6,0,0,0,0,0,0,2,0,0,1,2,4,3,2
2,8,1,1,46,0,46,1,15,1,130,130,130,0,1,0,4,2,1,0,0,0,0,2,0,0,1,2,3,4,1
2,24,4,2,4,4,10,40,10,1,0,2,2,1,0,0,7,2,2,0,0,0,0,2,0,0,1,2,2,4,3
2,8,7,6,6,12,10,8,10,1,2,2,2,1,0,0,0,2,2,0,0,0,0,2,0,0,1,2,4,1,4
2,6,6,3,3,2,6,8,46,6,1,2,1,1,0,0,6,2,0,0,0,0,0,2,0,0,1,1,3,2,4
2,24,16,8,8,4,46,0,46,0,1,1,1,0,0,0,22,0,2,0,0,0,0,2,0,0,1,1,4,3,3
2,12,8,3,8,3,12,1,46,1,1,1,1,1,0,0,6,2,2,0,0,0,0,0,0,0,0,1,2,1,2
2,40,24,6,6,1,46,0,46,0,1,1,1,2,0,0,7,1,0,2,0,0,0,0,0,0,0,1,2,4,1
2,16,8,2,46,1,46,1,46,1,1,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,3,4,2
2,8,8,7,7,6,8,24,10,52,10,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,4,2
2,16,6,6,16,7,6,0,46,0,1,1,1,0,0,0,2,0,2,0,0,0,0,2,0,0,1,1,1,4,2
2,42,24,12,12,3,46,0,46,0,1,1,1,0,0,0,30,0,1,0,0,0,0,2,0,0,1,1,1,1,4
